SALE TYPE,HOME TYPE,ADDRESS,CITY,STATE,ZIP,LIST PRICE,BEDS,BATHS,LOCATION,SQFT,LOT SIZE,YEAR BUILT,PARKING SPOTS,PARKING TYPE,DAYS ON MARKET,STATUS,NEXT OPEN HOUSE DATE,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,RECENT REDUCTION DATE,ORIGINAL LIST PRICE,LAST SALE DATE,LAST SALE PRICE,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,LISTING ID,ORIGINAL SOURCE,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,IS SHORT SALE
Past Sale,Single Family Residential,264 Athens St,San Francisco,CA,94112,499000,1,1.0,Excelsior,1818,2495,1909,1,,,Sold,,,,,499000,2015-03-04,526000.0,http://www.redfin.com/CA/San-Francisco/264-Athens-St-94112/home/897662,San Francisco Association of Realtors (SFARMLS),429417,Sotheby's International Realty,N,Y,37.723889,-122.42707,false
Past Sale,Single Family Residential,401 MADRID St,San Francisco County,CA,94112,506400,2,1.0,San Francisco County,,1485,1924,,,,Sold,,,,2013-03-07,550000,2013-03-19,540000.0,http://www.redfin.com/CA/San-Francisco/401-Madrid-St-94112/home/12434675,MLSListings Inc. (MLSLI),ML81304428,The Abacus Realty,N,Y,37.722984,-122.431526,true
Past Sale,Single Family Residential,111 Brazil Ave,San Francisco,CA,94112,575000,2,1.0,Excelsior,1250,2495,1904,2,Garage,,Sold,,,,,575000,2015-03-20,620000.0,http://www.redfin.com/CA/San-Francisco/111-Brazil-Ave-94112/home/1327678,San Francisco Association of Realtors (SFARMLS),429870,Madison Premiere Realty,N,Y,37.724261,-122.433376,false
Past Sale,Single Family Residential,327 Vienna St,San Francisco,CA,94112,1288000,5,4.0,Excelsior,2829,2495,1906,1,Garage,,Sold,,,,,1288000,2015-03-24,1305000.0,http://www.redfin.com/CA/San-Francisco/327-Vienna-St-94112/home/1646942,San Francisco Association of Realtors (SFARMLS),428491,Brown & Co. Real Estate,N,Y,37.723007,-122.428142,false
Past Sale,Single Family Residential,263 Madrid St,San Francisco,CA,94112,599000,2,2.0,Excelsior,1025,2500,1922,1,Garage,,Sold,,,,2014-07-09,639000,2014-08-27,638000.0,http://www.redfin.com/CA/San-Francisco/263-Madrid-St-94112/home/1141215,San Francisco Association of Realtors (SFARMLS),421225,Jenny He Realty Associates,N,Y,37.725175,-122.429768,false
Past Sale,Single Family Residential,427 Moscow St,San Francisco,CA,94112,,2,1.0,94112,1125,,1940,,,,,,,,,,2014-06-23,615000.0,http://www.redfin.com/CA/San-Francisco/427-Moscow-St-94112/home/1720573,,,,N,Y,37.720453,-122.427889,
Past Sale,Single Family Residential,367 Munich St,San Francisco,CA,94112,,3,2.0,94112,1125,,1927,,,,,,,,,,2013-01-18,608000.0,http://www.redfin.com/CA/San-Francisco/367-Munich-St-94112/home/780374,,,,N,Y,37.719714,-122.427353,
Past Sale,Single Family Residential,587 Lisbon St,San Francisco,CA,94112,649000,3,2.0,Excelsior,,2500,1911,0,,,Sold,,,,,649000,2015-03-17,775000.0,http://www.redfin.com/CA/San-Francisco/587-Lisbon-St-94112/home/1688135,San Francisco Association of Realtors (SFARMLS),429107,McGuire Real Estate,N,Y,37.718987,-122.435543,false
Past Sale,Single Family Residential,176 Trumbull St,San Francisco,CA,94112,699000,3,2.0,Excelsior,1250,2750,1964,2,,,Sold,,,,,699000,2015-04-07,818000.0,http://www.redfin.com/CA/San-Francisco/176-Trumbull-St-94112/home/1704007,San Francisco Association of Realtors (SFARMLS),430143,Laurel Realty & Investment,N,Y,37.730628,-122.426687,false
Past Sale,Single Family Residential,206 Edinburgh St,San Francisco,CA,94112,768000,6,3.0,Excelsior,1600,,1922,1,,,Sold,,,,,768000,2015-03-30,878000.0,http://www.redfin.com/CA/San-Francisco/206-Edinburgh-St-94112/home/1559165,San Francisco Association of Realtors (SFARMLS),429375,Century 21 Baldini Realty,N,Y,37.72584,-122.428811,false
Past Sale,Single Family Residential,80 Seneca Ave,SAN FRANCISCO,CA,94112,499000,1,1.0,SAN FRANCISCO,750,1372,1920,2,Garage,,Sold,,,,,499000,2015-03-19,555000.0,http://www.redfin.com/CA/San-Francisco/80-Seneca-Ave-94112/home/1528151,MLSListings Inc. (MLSLI),ML81454448,Century 21 Baldini Realty,N,Y,37.718522,-122.440901,false
Past Sale,Single Family Residential,536 Peru Ave,San Francisco,CA,94112,600000,2,1.0,Excelsior,1050,1875,1957,2,Garage,,Sold,,,,2014-08-25,675000,2015-02-06,650000.0,http://www.redfin.com/CA/San-Francisco/536-Peru-Ave-94112/home/776712,San Francisco Association of Realtors (SFARMLS),421556,,N,Y,37.726257,-122.425245,true
Past Sale,Single Family Residential,285 Cayuga Ave,San Francisco,CA,94112,849000,2,1.0,Mission Terrace,1200,1899,1939,1,Garage,,Sold,,,,,849000,2015-02-06,953000.0,http://www.redfin.com/CA/San-Francisco/285-Cayuga-Ave-94112/home/820169,San Francisco Association of Realtors (SFARMLS),428596,Century 21 Baldini Realty,N,Y,37.729989,-122.434305,false
Past Sale,Single Family Residential,239 Maynard St,San Francisco,CA,94112,649900,5,2.0,Excelsior,2750,2750,2007,1,Garage,,Sold,,,,,649900,2015-02-20,715000.0,http://www.redfin.com/CA/San-Francisco/239-Maynard-St-94112/home/1639075,San Francisco Association of Realtors (SFARMLS),428630,Maxim Properties,N,Y,37.729664,-122.425137,false
Past Sale,Single Family Residential,99 Rotteck St,San Francisco,CA,94112,659000,2,1.0,Mission Terrace,660,1254,1925,1,,,Sold,,,,2014-06-30,699000,2014-08-12,640000.0,http://www.redfin.com/CA/San-Francisco/99-Rotteck-St-94112/home/1283462,San Francisco Association of Realtors (SFARMLS),418456,Green Banker,N,Y,37.731389,-122.430468,false
Past Sale,Condo/Coop,133 College Ave #2,San Francisco,CA,94112,699000,3,2.0,Bernal Heights,1049,,,1,,,Sold,,,,,699000,2013-02-28,812000.0,http://www.redfin.com/CA/San-Francisco/133-College-Ave-94112/unit-2/home/28935849,San Francisco Association of Realtors (SFARMLS),404579,Zephyr Real Estate,N,Y,37.735611,-122.426463,false
Past Sale,Single Family Residential,343 Naples St,San Francisco,CA,94112,,,1.0,94112,1100,,1925,,,,,,,,,,2015-02-06,176500.0,http://www.redfin.com/CA/San-Francisco/343-Naples-St-94112/home/773694,,,,N,Y,37.723153,-122.429121,
Past Sale,Single Family Residential,273 Munich St,San Francisco,CA,94112,499888,2,1.0,Excelsior,500,2495,1910,0,,,Sold,,,,2014-11-01,529888,2015-02-25,485000.0,http://www.redfin.com/CA/San-Francisco/273-Munich-St-94112/home/1944973,San Francisco Association of Realtors (SFARMLS),425107,CC Legacy Financial,N,Y,37.721156,-122.426274,false
Past Sale,Condo/Coop,4815 Mission St #103,San Francisco,CA,94112,528000,3,2.0,Excelsior,1339,,2001,1,,,Sold,,,,,498000,2013-12-11,500000.0,http://www.redfin.com/CA/San-Francisco/4815-Mission-St-94112/unit-103/home/40456866,San Francisco Association of Realtors (SFARMLS),406758,"Comax Realty, Inc.",N,Y,37.721176,-122.437118,false
Past Sale,Single Family Residential,745 Brazil Ave,San Francisco,CA,94112,,8,4.0,94112,3204,,1940,,,,,,,,,,2014-10-07,748000.0,http://www.redfin.com/CA/San-Francisco/745-Brazil-Ave-94112/home/775573,,,,N,Y,37.7219,-122.428424,
Past Sale,Single Family Residential,200 Munich St,San Francisco,CA,94112,,2,1.0,94112,1075,,1952,,,,,,,,,,2012-12-04,305000.0,http://www.redfin.com/CA/San-Francisco/200-Munich-St-94112/home/1566556,,,,N,Y,37.722438,-122.42594,
Past Sale,Single Family Residential,247 THERESA St,San Francisco County,CA,94112,749950,3,1.0,San Francisco County,970,2467,1912,2,Garage,,Sold,,,,,749950,2013-05-31,850000.0,http://www.redfin.com/CA/San-Francisco/247-Theresa-St-94112/home/1829628,MLSListings Inc. (MLSLI),ML81315931,Better Homes and Gardens Real Estate J.F. Finnegan,N,Y,37.729925,-122.43627,false
Past Sale,Single Family Residential,575 Paris St,San Francisco,CA,94112,599000,3,2.0,Excelsior,1351,,1925,2,Garage,,Sold,,,,,599000,2013-01-10,642500.0,http://www.redfin.com/CA/San-Francisco/575-Paris-St-94112/home/1036864,San Francisco Association of Realtors (SFARMLS),403160,,N,Y,37.719543,-122.436205,false
Past Sale,Single Family Residential,204 Russia Ave,San Francisco,CA,9411,550000,2,1.0,Excelsior,1150,,1909,2,Garage,,Sold,,,,,550000,2013-01-09,570000.0,http://www.redfin.com/CA/San-Francisco/204-Russia-Ave-94112/home/2011726,San Francisco Association of Realtors (SFARMLS),403340,,N,Y,37.720498,-122.435436,false
Past Sale,Single Family Residential,630 EDINBURGH St,San Francisco County,CA,94112,549000,2,1.0,San Francisco County,850,2495,1925,2,Garage,,Sold,,,,,549000,2014-05-18,593000.0,http://www.redfin.com/CA/San-Francisco/630-Edinburgh-St-94112/home/787645,MLSListings Inc. (MLSLI),ML81415977,Better Homes and Gardens Real Estate J.F. Finnegan,N,Y,37.719287,-122.433821,false
Past Sale,Single Family Residential,119 Prague St,San Francisco,CA,94112,550000,5,1.0,Excelsior,1350,,1907,1,,,Sold,,,,,550000,2013-04-05,605000.0,http://www.redfin.com/CA/San-Francisco/119-Prague-St-94112/home/780323,San Francisco Association of Realtors (SFARMLS),404997,,N,Y,37.720041,-122.426018,false
Past Sale,Single Family Residential,586 Moscow St,San Francisco,CA,94112,450000,2,1.0,Excelsior,875,,1927,1,Garage,,Sold,,,,,450000,2013-07-29,500000.0,http://www.redfin.com/CA/San-Francisco/586-Moscow-St-94112/home/2005526,San Francisco Association of Realtors (SFARMLS),408847,,N,Y,37.718451,-122.429991,false
Past Sale,Single Family Residential,171 VIENNA St,San Francisco County,CA,94112,750000,3,2.0,San Francisco County,900,2495,1900,1,Garage,,Sold,,,,,750000,2014-03-03,732500.0,http://www.redfin.com/CA/San-Francisco/171-Vienna-St-94112/home/1918050,MLSListings Inc. (MLSLI),ML81404349,Cal-West Realty,N,Y,37.725412,-122.426334,false
Past Sale,Single Family Residential,179 Vienna St,San Francisco,CA,94112,499000,2,2.0,Excelsior,750,2500,1948,1,Garage,,Sold,,,,,499000,2014-01-15,650000.0,http://www.redfin.com/CA/San-Francisco/179-Vienna-St-94112/home/1663511,San Francisco Association of Realtors (SFARMLS),415694,,N,Y,37.725359,-122.426374,false
Past Sale,Single Family Residential,582 Moscow St,San Francisco,CA,94112,619900,3,1.0,Excelsior,875,1250,1927,1,,,Sold,,,,,619900,2014-07-07,625888.0,http://www.redfin.com/CA/San-Francisco/582-Moscow-St-94112/home/1583921,San Francisco Association of Realtors (SFARMLS),420356,,N,Y,37.718509,-122.429947,false
Past Sale,Single Family Residential,338 La Grande Ave,San Francisco,CA,94112,678000,4,2.0,Excelsior,1542,2831,1900,1,Garage,,Sold,,,,,678000,2014-07-09,716000.0,http://www.redfin.com/CA/San-Francisco/338-La-Grande-Ave-94112/home/1896546,San Francisco Association of Realtors (SFARMLS),420403,TS Global Real Estate Group,N,Y,37.719533,-122.426012,false
Past Sale,Single Family Residential,347 Athens St,San Francisco,CA,94112,,,1.0,94112,1125,,1912,,,,,,,,,,2015-02-25,435500.0,http://www.redfin.com/CA/San-Francisco/347-Athens-St-94112/home/1055581,,,,N,Y,37.722331,-122.427563,
Past Sale,Single Family Residential,724 Brazil Ave,San Francisco,CA,94112,1850000,3,2.0,Excelsior,,,1930,4,,,Sold,,,,2015-01-22,2600000,2015-03-13,1850000.0,http://www.redfin.com/CA/San-Francisco/724-Brazil-Ave-94112/home/1104340,San Francisco Association of Realtors (SFARMLS),426200,Hill & Co.,N,Y,37.721611,-122.428894,false
Past Sale,Condo/Coop,305 Santa Rosa Ave Apt 2,San Francisco,CA,94112,,3,2.0,94112,1539,,2003,,,,,,,,,,2014-04-07,875000.0,http://www.redfin.com/CA/San-Francisco/305-Santa-Rosa-Ave-94112/unit-2/home/1973130,,,,N,Y,37.72889,-122.440469,
Past Sale,Condo/Coop,315 Santa Rosa Ave #9,San Francisco,CA,94112,460000,2,2.0,Mission Terrace,1387,,2003,1,Garage,,Sold,,,,2013-03-06,599000,2013-04-30,470000.0,http://www.redfin.com/CA/San-Francisco/305-Santa-Rosa-Ave-94112/home/1048351,San Francisco Association of Realtors (SFARMLS),402515,,N,Y,37.72889,-122.440469,true
Past Sale,Condo/Coop,18 Colonial Way #3,San Francisco,CA,94112,1000000,3,3.5,Mission Terrace,2509,,2003,2,Garage,,Sold,,,,,1000000,2014-07-22,995000.0,http://www.redfin.com/CA/San-Francisco/18-Colonial-Way-94112/unit-3/home/1632989,San Francisco Association of Realtors (SFARMLS),421529,"Alain Pinel, REALTORS",N,Y,37.728695,-122.440601,false
Past Sale,Single Family Residential,32 Valmar Ter,San Francisco,CA,94112,569000,3,2.0,Excelsior,1375,,1962,2,Garage,,Sold,,,,,569000,2012-10-11,650000.0,http://www.redfin.com/CA/San-Francisco/32-Valmar-Ter-94112/home/1488232,San Francisco Association of Realtors (SFARMLS),400135,Far East Realty,N,Y,37.726974,-122.423655,false
Past Sale,Single Family Residential,35 Valmar Ter,San Francisco,CA,94112,598000,3,2.0,Excelsior,1317,2347,1959,2,Garage,,Sold,,,,,598000,2013-11-22,705000.0,http://www.redfin.com/CA/San-Francisco/35-Valmar-Ter-94112/home/916040,San Francisco Association of Realtors (SFARMLS),413934,Coldwell Banker Res. R.E. Svc.,N,Y,37.72658,-122.423483,false
Past Sale,Single Family Residential,415 Justin Dr,San Francisco,CA,94112,699000,2,1.0,Bernal Heights,1200,2848,1927,1,Garage,,Sold,,,,,699000,2015-02-24,865000.0,http://www.redfin.com/CA/San-Francisco/415-Justin-Dr-94112/home/766901,San Francisco Association of Realtors (SFARMLS),429215,Coldwell Banker,N,Y,37.731963,-122.423716,false
Past Sale,Single Family Residential,431 Bosworth St,San Francisco,CA,94112,849000,2,1.0,Bernal Heights,1034,1860,,2,,,Sold,,,,,849000,2015-02-26,1133000.0,http://www.redfin.com/CA/San-Francisco/431-Bosworth-St-94112/home/908571,San Francisco Association of Realtors (SFARMLS),429014,Zephyr Real Estate,N,Y,37.733077,-122.430803,false
Past Sale,Single Family Residential,116 Cayuga Ave,San Francisco,CA,94112,,3,2.0,94112,2500,,2006,,,,,,,,,,2014-01-14,617000.0,http://www.redfin.com/CA/San-Francisco/116-Cayuga-Ave-94112/home/12402376,,,,N,Y,37.73134,-122.43104,
Past Sale,Single Family Residential,285 Santa Rosa Ave,San Francisco,CA,94112,649000,2,1.0,Mission Terrace,1776,,1925,1,,,Sold,,,,,649000,2012-11-30,675000.0,http://www.redfin.com/CA/San-Francisco/285-Santa-Rosa-Ave-94112/home/885655,San Francisco Association of Realtors (SFARMLS),400848,,N,Y,37.728621,-122.439756,false
Past Sale,Single Family Residential,8 Rosella Ct,San Francisco,CA,94112,430000,2,1.0,Mission Terrace,800,,1922,1,Garage,,Sold,,,,,430000,2013-01-24,530000.0,http://www.redfin.com/CA/San-Francisco/8-Rosella-Ct-94112/home/1923398,San Francisco Association of Realtors (SFARMLS),403171,,N,Y,37.72226,-122.43906,false
Past Sale,Single Family Residential,15 Italy Ave,San Francisco,CA,94112,699950,3,2.0,Excelsior,2400,1873,1927,0,,,Sold,,,,,699950,2014-06-06,758000.0,http://www.redfin.com/CA/San-Francisco/15-Italy-Ave-94112/home/1214517,San Francisco Association of Realtors (SFARMLS),419983,,N,Y,37.718433,-122.438972,false
Past Sale,Single Family Residential,681 London St,San Francisco,CA,94112,649000,2,1.0,Excelsior,1379,2500,1916,2,Garage,,Sold,,,,,649000,2014-06-13,628000.0,http://www.redfin.com/CA/San-Francisco/681-London-St-94112/home/1310703,San Francisco Association of Realtors (SFARMLS),419044,JODI Group,N,Y,37.71831,-122.438228,false
Past Sale,Single Family Residential,1670 Alemany Blvd,San Francisco,CA,94112,688000,2,1.0,Mission Terrace,1475,2500,1936,1,Garage,,Sold,,,,,688000,2014-05-23,810000.0,http://www.redfin.com/CA/San-Francisco/1670-Alemany-Blvd-94112/home/1718972,San Francisco Association of Realtors (SFARMLS),419355,Brokers Connection Incorporated,N,Y,37.725489,-122.437039,false
Past Sale,Single Family Residential,648 Lisbon St,San Francisco,CA,94112,929000,4,2.0,Excelsior,1643,2495,1964,3,Garage,,Sold,,,,,888000,2014-10-28,902929.0,http://www.redfin.com/CA/San-Francisco/648-Lisbon-St-94112/home/1265237,San Francisco Association of Realtors (SFARMLS),423622,Century 21 Baldini Realty,N,Y,37.718261,-122.436774,false
Past Sale,Single Family Residential,57 Santa Ynez Ave,San Francisco,CA,94112,799000,3,2.0,Mission Terrace,1378,3350,1920,2,Garage,,Sold,,,,,799000,2014-10-07,870000.0,http://www.redfin.com/CA/San-Francisco/57-Santa-Ynez-Ave-94112/home/1557838,San Francisco Association of Realtors (SFARMLS),424787,,N,Y,37.724037,-122.439713,false
Past Sale,Single Family Residential,61 Lisbon St,San Francisco,CA,94112,728000,2,1.0,Excelsior,1125,2500,1925,1,Garage,,Sold,,,,,728000,2015-02-26,815000.0,http://www.redfin.com/CA/San-Francisco/61-Lisbon-St-94112/home/1240899,San Francisco Association of Realtors (SFARMLS),429099,"Hatch Realty Group, Inc.",N,Y,37.727232,-122.429308,false
Past Sale,Single Family Residential,180 Trumbull St,San Francisco,CA,94112,,,1.0,94112,2315,,1905,,,,,,,,,,2015-02-25,250000.0,http://www.redfin.com/CA/San-Francisco/180-Trumbull-St-94112/home/1055518,,,,N,Y,37.730632,-122.426601,
Past Sale,Condo/Coop,4001 Mission St #1,San Francisco,CA,94112,790000,3,2.0,Bernal Heights,1435,,2006,1,,,Sold,,,,2014-06-25,859000,2014-07-15,780000.0,http://www.redfin.com/CA/San-Francisco/4001-Mission-St-94112/unit-1/home/12277326,San Francisco Association of Realtors (SFARMLS),420651,"Britton & Company, W.J.",N,Y,37.733449,-122.426228,false
Past Sale,Single Family Residential,154 Trumbull St,San Francisco,CA,94112,688000,4,2.0,Excelsior,1320,2750,1913,1,Garage,,Sold,,,,,688000,2014-07-25,728000.0,http://www.redfin.com/CA/San-Francisco/154-Trumbull-St-94112/home/1828983,San Francisco Association of Realtors (SFARMLS),421312,DCP Realty,N,Y,37.730606,-122.427118,false
Past Sale,Single Family Residential,1277 Alemany Blvd,San Francisco,CA,94112,,2,1.0,94112,1110,,1930,,,,,,,,,,2013-07-03,550000.0,http://www.redfin.com/CA/San-Francisco/1277-Alemany-Blvd-94112/home/1150750,,,,N,Y,37.729864,-122.432513,
Past Sale,Single Family Residential,44 SANTA ROSA Ave,San Francisco County,CA,94112,799800,3,2.0,Mission Ter,1562,3750,1958,1,Garage,,Sold,,,,,799800,2014-04-09,1080000.0,http://www.redfin.com/CA/San-Francisco/44-Santa-Rosa-Ave-94112/home/1753081,MLSListings Inc. (MLSLI),ML81410232,Alain Pinel Realtors,N,Y,37.726429,-122.434703,false
Past Sale,Single Family Residential,655 Madrid St,San Francisco,CA,94112,669000,2,1.0,Excelsior,1290,2500,1911,1,,,Sold,,,,,669000,2015-02-23,642000.0,http://www.redfin.com/CA/San-Francisco/655-Madrid-St-94112/home/1583998,San Francisco Association of Realtors (SFARMLS),428015,Golden Star Realty,N,Y,37.719075,-122.434386,false
Past Sale,Single Family Residential,666 Madrid St,San Francisco,CA,94112,426800,2,1.0,Excelsior,750,2495,1908,2,Garage,,Sold,,,,,318000,2015-03-24,560000.0,http://www.redfin.com/CA/San-Francisco/666-Madrid-St-94112/home/1488430,San Francisco Association of Realtors (SFARMLS),427707,Zephyr Real Estate,N,Y,37.719258,-122.434934,false
Past Sale,Single Family Residential,325 CONGDON St,San Francisco County,CA,94112,510000,4,2.0,San Francisco County,1210,1720,1910,1,Garage,,Sold,,,,,510000,2014-06-09,545000.0,http://www.redfin.com/CA/San-Francisco/325-Congdon-St-94112/home/2034681,MLSListings Inc. (MLSLI),ML81306125,IBIS Universal Corporation,N,Y,37.729001,-122.425741,true
Past Sale,Multi-Family (5+ Unit),4500 Mission St,San Francisco,CA,94112,4900000,,,Mission Terrace,11146,4996,1928,2,Garage,,Sold,,,,,4900000,2015-08-04,4000000.0,http://www.redfin.com/CA/San-Francisco/4500-Mission-St-94112/home/84246149,San Francisco Association of Realtors (SFARMLS),433789,Colliers International,N,Y,37.72578,-122.434357,false
Past Sale,Single Family Residential,275 Vienna St,San Francisco,CA,94112,,3,1.0,94112,821,,1910,,,,,,,,,,2015-04-27,525000.0,http://www.redfin.com/CA/San-Francisco/275-Vienna-St-94112/home/1775270,,,,N,Y,37.723854,-122.4275,
Past Sale,Single Family Residential,50 Edinburgh St,San Francisco,CA,94112,,5,4.0,94112,1947,,1924,,,,,,,,,,2015-01-30,1054000.0,http://www.redfin.com/CA/San-Francisco/50-Edinburgh-St-94112/home/1671611,,,,N,Y,37.728088,-122.427164,
Past Sale,Single Family Residential,1 Valerton Ct,San Francisco,CA,94112,668000,2,2.0,Mission Terrace,1283,,1947,2,Garage,,Sold,,,,,639000,2014-05-22,693500.0,http://www.redfin.com/CA/San-Francisco/1-Valerton-Ct-94112/home/976301,San Francisco Association of Realtors (SFARMLS),418803,Century 21 Baldini Realty,N,Y,37.722323,-122.438731,false
Past Sale,Single Family Residential,387 Athens St #389,San Francisco,CA,94112,,,2.0,94112,2520,,1947,,,,,,,,,,2014-04-30,720000.0,http://www.redfin.com/CA/San-Francisco/387-Athens-St-94112/unit-389/home/1591761,,,,N,Y,37.721742,-122.428008,
Past Sale,Single Family Residential,522 Lisbon,San Francisco,CA,94112,299000,2,1.0,Excelsior,700,,1906,0,,,Sold,,,,,299000,2013-01-22,275000.0,http://www.redfin.com/CA/San-Francisco/522-Lisbon-St-94112/home/784456,San Francisco Association of Realtors (SFARMLS),401764,,N,Y,37.719875,-122.435555,false
Past Sale,Single Family Residential,522 Athens St,San Francisco,CA,94112,500000,2,1.0,Excelsior,875,,1926,1,Garage,,Sold,,,,,500000,2012-10-30,500000.0,http://www.redfin.com/CA/San-Francisco/522-Athens-St-94112/home/2014533,San Francisco Association of Realtors (SFARMLS),399337,Century 21 Realty Alliance Fine Homes and Estates,N,Y,37.719812,-122.430156,false
Past Sale,Single Family Residential,1982 Alemany Blvd,San Francisco,CA,94112,567500,3,2.0,Mission Terrace,1500,,1938,1,,,Sold,,,,,559500,2012-12-14,540000.0,http://www.redfin.com/CA/San-Francisco/1982-Alemany-Blvd-94112/home/1511999,San Francisco Association of Realtors (SFARMLS),398666,"United Associates Inv., Inc.",N,Y,37.720697,-122.439529,false
Past Sale,Single Family Residential,307 Athens St,San Francisco,CA,94112,950000,4,2.0,Excelsior,2007,2500,1923,1,Garage,,Sold,,,,,950000,2014-06-30,980000.0,http://www.redfin.com/CA/San-Francisco/307-Athens-St-94112/home/1671679,San Francisco Association of Realtors (SFARMLS),421185,"Alain Pinel, REALTORS",N,Y,37.722919,-122.427118,false
Past Sale,Single Family Residential,737 Peru Ave,San Francisco,CA,94112,,3,3.0,94112,2330,,1986,,,,,,,,,,2012-11-21,595000.0,http://www.redfin.com/CA/San-Francisco/737-Peru-Ave-94112/home/1680085,,,,N,Y,37.725652,-122.423211,
Past Sale,Single Family Residential,827 Peru Ave,San Francisco,CA,94112,499000,2,1.0,Excelsior,863,2996,1957,1,Garage,,Sold,,,,,499000,2014-05-30,560000.0,http://www.redfin.com/CA/San-Francisco/827-Peru-Ave-94112/home/774815,San Francisco Association of Realtors (SFARMLS),418351,Coldwell Banker Res. R.E. Svcs,N,Y,37.724781,-122.422853,false
Past Sale,Single Family Residential,539 Athens St,San Francisco,CA,94112,649000,3,2.0,Excelsior,,2500,1925,2,Garage,,Sold,,,,2014-07-23,649000,2014-08-06,757000.0,http://www.redfin.com/CA/San-Francisco/539-Athens-St-94112/home/1990476,San Francisco Association of Realtors (SFARMLS),420480,Coldwell Banker Res. R.E. Svc.,N,Y,37.719334,-122.429828,false
Past Sale,Single Family Residential,647 Edinburgh St,San Francisco,CA,94112,795000,3,2.0,Excelsior,,,1926,1,Garage,,Sold,,,,,795000,2014-08-29,875000.0,http://www.redfin.com/CA/San-Francisco/647-Edinburgh-St-94112/home/2005576,San Francisco Association of Realtors (SFARMLS),423255,Park North Real Estate,N,Y,37.718811,-122.433494,false
Past Sale,Single Family Residential,639 Madrid St,San Francisco,CA,94112,,5,2.0,94112,2034,,1912,,,,,,,,,,2013-08-01,162500.0,http://www.redfin.com/CA/San-Francisco/639-Madrid-St-94112/home/1095345,,,,N,Y,37.71931,-122.434208,
Past Sale,Single Family Residential,485 Justin Dr,San Francisco,CA,94112,599000,3,1.0,Bernal Heights,1175,,1946,1,Garage,,Sold,,,,,599000,2013-01-17,635000.0,http://www.redfin.com/CA/San-Francisco/485-Justin-Dr-94112/home/1901416,San Francisco Association of Realtors (SFARMLS),403373,McGuire Real Estate,N,Y,37.731935,-122.425303,false
Past Sale,Single Family Residential,11 Agnon Ave,San Francisco,CA,94112,949000,3,1.0,Bernal Heights,1424,2395,1942,2,Garage,,Sold,,,,,949000,2014-06-20,1160000.0,http://www.redfin.com/CA/San-Francisco/11-Agnon-Ave-94112/home/767253,San Francisco Association of Realtors (SFARMLS),420839,,N,Y,37.734926,-122.421967,false
Past Sale,Single Family Residential,425 Peru Ave,San Francisco,CA,94112,578980,2,1.0,Excelsior,1182,,1925,1,Garage,,Sold,,,,,578980,2013-10-02,725000.0,http://www.redfin.com/CA/San-Francisco/425-Peru-Ave-94112/home/1997746,San Francisco Association of Realtors (SFARMLS),411743,Berkshire Hathaway-Franciscan,N,Y,37.727054,-122.42592,false
Past Sale,Single Family Residential,43 Edinburgh St,San Francisco,CA,94112,589000,2,1.0,Excelsior,1250,,1925,1,Garage,,Sold,,,,,589000,2013-12-20,589000.0,http://www.redfin.com/CA/San-Francisco/43-Edinburgh-St-94112/home/772435,San Francisco Association of Realtors (SFARMLS),415149,Coldwell Banker Res. R.E. Svcs,N,Y,37.727848,-122.426661,false
Past Sale,Condo/Coop,4377 Mission St #9,San Francisco,CA,94112,549500,2,2.0,Excelsior,1184,,1980,1,,,Sold,,,,,549500,2013-05-03,549500.0,http://www.redfin.com/CA/San-Francisco/4377-Mission-St-94112/unit-9/home/44655802,San Francisco Association of Realtors (SFARMLS),405130,"West & Praszker, REALTORS®",N,Y,37.727364,-122.432426,false
Past Sale,Condo/Coop,4377 Mission St #3,San Francisco,CA,94112,425000,1,1.0,Excelsior,851,,1980,1,,,Sold,,,,,425000,2013-05-15,425000.0,http://www.redfin.com/CA/San-Francisco/4377-Mission-St-94112/unit-3/home/44655804,San Francisco Association of Realtors (SFARMLS),405133,"West & Praszker, REALTORS®",N,Y,37.727364,-122.432426,false
Past Sale,Single Family Residential,333 Trumbull St,San Francisco,CA,94112,,4,1.0,94112,1609,,1964,,,,,,,,,,2013-01-25,600000.0,http://www.redfin.com/CA/San-Francisco/333-Trumbull-St-94112/home/767662,,,,N,Y,37.730999,-122.423616,
Past Sale,Single Family Residential,266 Ney St,San Francisco,CA,94112,585000,4,1.0,Excelsior,1405,,1951,1,Garage,,Sold,,,,,585000,2013-09-25,601000.0,http://www.redfin.com/CA/San-Francisco/266-Ney-St-94112/home/2027988,San Francisco Association of Realtors (SFARMLS),411831,,N,Y,37.729995,-122.424557,false
Past Sale,Single Family Residential,1610 Alemany Blvd,San Francisco,CA,94112,688000,3,2.0,Mission Terrace,2028,,1940,1,,,Sold,,,,,688000,2013-11-22,788000.0,http://www.redfin.com/CA/San-Francisco/1610-Alemany-Blvd-94112/home/1165441,San Francisco Association of Realtors (SFARMLS),414601,Citiland Investment Corp.,N,Y,37.726558,-122.436454,false
