SALE TYPE,HOME TYPE,ADDRESS,CITY,STATE,ZIP,LIST PRICE,BEDS,BATHS,LOCATION,SQFT,LOT SIZE,YEAR BUILT,PARKING SPOTS,PARKING TYPE,DAYS ON MARKET,STATUS,NEXT OPEN HOUSE DATE,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,RECENT REDUCTION DATE,ORIGINAL LIST PRICE,LAST SALE DATE,LAST SALE PRICE,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,LISTING ID,ORIGINAL SOURCE,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,IS SHORT SALE
Past Sale,Single Family Residential,137 Santa Rosa Ave,San Francisco,CA,94112,719000,2,1.5,Mission Terrace,,2480,1926,1,Garage,,Sold,,,,,719000,2013-10-18,868000.0,http://www.redfin.com/CA/San-Francisco/137-Santa-Rosa-Ave-94112/home/1478621,San Francisco Association of Realtors (SFARMLS),413307,Zephyr Real Estate,N,Y,37.726905,-122.436785,false
Past Sale,Single Family Residential,627 Lisbon St,San Francisco,CA,94112,579000,2,1.0,Excelsior,,,,1,Garage,,Sold,,,,,579000,2014-06-27,610000.0,http://www.redfin.com/CA/San-Francisco/627-Lisbon-St-94112/home/1606704,San Francisco Association of Realtors (SFARMLS),419568,Zephyr Real Estate,N,Y,37.718316,-122.436047,false
Past Sale,Single Family Residential,584 Silver Ave,San Francisco,CA,94112,895000,5,3.0,Excelsior,1966,2000,1947,2,Garage,,Sold,,,,,895000,2014-08-11,915000.0,http://www.redfin.com/CA/San-Francisco/584-Silver-Ave-94112/home/1768453,San Francisco Association of Realtors (SFARMLS),422246,Berkshire Hathaway-Franciscan,N,Y,37.728565,-122.424094,false
Past Sale,Single Family Residential,437 Cayuga Ave,San Francisco,CA,94112,699000,2,1.0,Mission Terrace,1560,,1933,2,Garage,,Sold,,,,,699000,2013-09-20,820000.0,http://www.redfin.com/CA/San-Francisco/437-Cayuga-Ave-94112/home/1623651,San Francisco Association of Realtors (SFARMLS),411732,Century 21 Baldini Realty,N,Y,37.729327,-122.434854,false
Past Sale,Single Family Residential,538 Cayuga Ave,San Francisco,CA,94112,599000,2,1.0,Mission Terrace,1175,2397,1941,1,Garage,,Sold,,,,,599000,2013-11-27,725000.0,http://www.redfin.com/CA/San-Francisco/538-Cayuga-Ave-94112/home/1424055,San Francisco Association of Realtors (SFARMLS),414092,Ron Davis & Company,N,Y,37.729015,-122.435765,false
Past Sale,Single Family Residential,516 Lisbon St,San Francisco,CA,94112,648000,2,3.0,Excelsior,1300,2522,1906,1,Garage,,Sold,,,,,648000,2014-05-29,700000.0,http://www.redfin.com/CA/San-Francisco/516-Lisbon-St-94112/home/1874872,San Francisco Association of Realtors (SFARMLS),419641,Century 21 Baldini Realty,N,Y,37.720051,-122.435421,false
Past Sale,Single Family Residential,240 Tingley St,San Francisco,CA,94112,749150,2,1.0,Mission Terrace,,2426,1911,1,Garage,,Sold,,,,,649000,2014-03-27,713000.0,http://www.redfin.com/CA/San-Francisco/240-Tingley-St-94112/home/1672449,San Francisco Association of Realtors (SFARMLS),416669,Paragon Real Estate Group,N,Y,37.730412,-122.43499,false
Past Sale,Single Family Residential,52 Santa Rosa Ave,San Francisco,CA,94112,1100000,4,2.0,Mission Terrace,2358,3750,1908,1,Garage,,Sold,,,,,1100000,2014-06-30,1365000.0,http://www.redfin.com/CA/San-Francisco/52-Santa-Rosa-Ave-94112/home/1614989,San Francisco Association of Realtors (SFARMLS),422498,Pacific Union International,N,Y,37.7265,-122.434851,false
Past Sale,Single Family Residential,1430 Alemany Blvd,San Francisco,CA,94112,849000,2,2.0,Mission Terrace,1699,2265,1935,2,Garage,,Sold,,,,,849000,2014-12-19,940000.0,http://www.redfin.com/CA/San-Francisco/1430-Alemany-Blvd-94112/home/1345977,San Francisco Association of Realtors (SFARMLS),427477,Paragon Real Estate Group,N,Y,37.729141,-122.43452,false
Past Sale,Condo/Coop,315 Santa Rosa Ave #2,San Francisco,CA,94112,635000,3,2.0,Mission Terrace,1539,,2002,1,,,Sold,,,,,635000,2014-04-07,875000.0,http://www.redfin.com/CA/San-Francisco/315-Santa-Rosa-Ave-94112/unit-2/home/53584825,San Francisco Association of Realtors (SFARMLS),418386,Zephyr Real Estate,N,Y,37.728875,-122.440335,false
Past Sale,Single Family Residential,359 Silver Ave,San Francisco,CA,94112,698000,3,2.0,Excelsior,,,1979,2,Garage,,Sold,,,,2013-06-07,798000,2013-09-12,650000.0,http://www.redfin.com/CA/San-Francisco/359-Silver-Ave-94112/home/1862909,San Francisco Association of Realtors (SFARMLS),408109,,N,Y,37.728755,-122.429376,false
Past Sale,Single Family Residential,410 Vienna St,San Francisco,CA,94122,849000,3,2.0,Excelsior,2639,2495,1911,1,Garage,,Sold,,,,,849000,2014-07-31,950000.0,http://www.redfin.com/CA/San-Francisco/410-Vienna-St-94112/home/966681,San Francisco Association of Realtors (SFARMLS),421961,Keller Williams Benchmark Properties,N,Y,37.721928,-122.429646,false
Past Sale,Single Family Residential,238 Munich St,San Francisco,CA,94112,701000,3,1.5,Excelsior,962,2495,1947,1,Garage,,Sold,,,,2014-11-17,549000,2014-11-13,701000.0,http://www.redfin.com/CA/San-Francisco/238-Munich-St-94112/home/1353588,San Francisco Association of Realtors (SFARMLS),423506,Zephyr Real Estate,N,Y,37.721926,-122.426377,false
Past Sale,Single Family Residential,147 Naples St,San Francisco,CA,94112,,2,1.0,94112,1165,,1959,,,,,,,,,,2013-04-25,610000.0,http://www.redfin.com/CA/San-Francisco/147-Naples-St-94112/home/1389110,,,,N,Y,37.726206,-122.426823,
Past Sale,Single Family Residential,318 Moscow St,San Francisco,CA,94112,649000,2,1.0,Excelsior,1250,2596,1946,3,,,Sold,,,,2014-08-28,680000,2014-10-16,625000.0,http://www.redfin.com/CA/San-Francisco/318-Moscow-St-94112/home/1256605,San Francisco Association of Realtors (SFARMLS),424378,Century 21 Baldini Realty,N,Y,37.722603,-122.426955,false
Past Sale,Single Family Residential,219 Paris St,San Francisco,CA,94112,,1,1.0,94112,660,,1923,,,,,,,,,,2014-05-23,420000.0,http://www.redfin.com/CA/San-Francisco/219-Paris-St-94112/home/1775300,,,,N,Y,37.725032,-122.432055,
Past Sale,Single Family Residential,195 Maynard St,San Francisco,CA,94112,,,1.0,94112,1125,,1939,,,,,,,,,,2014-07-18,760000.0,http://www.redfin.com/CA/San-Francisco/195-Maynard-St-94112/home/916014,,,,N,Y,37.729556,-122.426166,
Past Sale,Single Family Residential,400 France Ave,San Francisco,CA,94112,649000,2,2.0,Excelsior,,1663,1954,1,Garage,,Sold,,,,,649000,2014-07-23,805000.0,http://www.redfin.com/CA/San-Francisco/400-France-Ave-94112/home/789373,San Francisco Association of Realtors (SFARMLS),422197,Coldwell Banker,N,Y,37.718302,-122.435102,false
Past Sale,Single Family Residential,324 Avalon Ave,San Francisco,CA,94112,588000,3,2.0,Excelsior,1325,,1960,4,Garage,,Sold,,,,,588000,2013-10-15,680000.0,http://www.redfin.com/CA/San-Francisco/324-Avalon-Ave-94112/home/1336278,San Francisco Association of Realtors (SFARMLS),413909,Pacific Union International,N,Y,37.726294,-122.429759,false
Past Sale,Single Family Residential,418 Capistrano Ave,San Francisco,CA,94112,789000,2,1.0,Mission Terrace,1200,3189,1925,1,Garage,,Sold,,,,,789000,2013-11-01,801000.0,http://www.redfin.com/CA/San-Francisco/418-Capistrano-Ave-94112/home/885796,San Francisco Association of Realtors (SFARMLS),413412,Realty World Advance Group,N,Y,37.72533,-122.439201,false
Past Sale,Single Family Residential,122 Bertita St,San Francisco,CA,94112,,4,1.0,94112,1500,,1917,,,,,,,,,,2013-06-12,500000.0,http://www.redfin.com/CA/San-Francisco/122-Bertita-St-94112/home/1972193,,,,N,Y,37.719455,-122.43979,
Past Sale,Single Family Residential,1785 San Jose Ave,San Francisco,CA,94112,,,1.0,94112,1125,,1924,,,,,,,,,,2013-03-11,645000.0,http://www.redfin.com/CA/San-Francisco/1785-San-Jose-Ave-94112/home/817331,,,,N,Y,37.729,-122.439361,
Past Sale,Single Family Residential,85 Delano Ave,San Francisco,CA,94112,699000,3,2.0,Mission Terrace,,,1911,2,Garage,,Sold,,,,,699000,2013-09-04,792000.0,http://www.redfin.com/CA/San-Francisco/85-Delano-Ave-94112/home/697175,San Francisco Association of Realtors (SFARMLS),410970,"Alain Pinel, REALTORS®",N,Y,37.726531,-122.4401,false
Past Sale,Single Family Residential,201 Cayuga Ave,San Francisco,CA,94112,689000,5,4.0,Mission Terrace,1738,,,1,Garage,,Sold,,,,,689000,2013-02-01,715000.0,http://www.redfin.com/CA/San-Francisco/201-Cayuga-Ave-94112/home/1017733,San Francisco Association of Realtors (SFARMLS),403701,Redmond Realty,N,Y,37.730296,-122.433061,false
Past Sale,Single Family Residential,363 Lisbon St,San Francisco,CA,94112,599000,1,2.0,Excelsior,1525,,1905,1,Garage,,Sold,,,,2013-07-12,649000,2013-08-27,583000.0,http://www.redfin.com/CA/San-Francisco/363-Lisbon-St-94112/home/1256728,San Francisco Association of Realtors (SFARMLS),408644,,N,Y,37.722451,-122.432922,false
Past Sale,Single Family Residential,322 Lisbon St,San Francisco,CA,94112,499000,2,2.0,Excelsior,1310,2500,1906,1,Garage,,Sold,,,,,499000,2013-11-20,565000.0,http://www.redfin.com/CA/San-Francisco/322-Lisbon-St-94112/home/1896540,San Francisco Association of Realtors (SFARMLS),413902,"Bay Realty Investments, Inc.",N,Y,37.723279,-122.43298,false
Past Sale,Single Family Residential,463 Justin Dr,San Francisco,CA,94112,500000,2,1.0,Bernal Heights,875,,1927,1,Garage,,Sold,,,,,500000,2013-02-27,581000.0,http://www.redfin.com/CA/San-Francisco/463-Justin-Dr-94112/home/766909,San Francisco Association of Realtors (SFARMLS),403542,Asia Pacific Groups,N,Y,37.731955,-122.424779,false
Past Sale,Single Family Residential,1015 Brazil Ave,San Francisco,CA,94112,525000,2,1.0,Excelsior,,,1902,1,Garage,,Sold,,,,,525000,2013-03-20,550000.0,http://www.redfin.com/CA/San-Francisco/1015-Brazil-Ave-94112/home/1971649,San Francisco Association of Realtors (SFARMLS),404760,Pacific Union International,N,Y,37.720724,-122.426041,false
Past Sale,Single Family Residential,139 Vienna St,San Francisco,CA,94112,679000,3,1.0,Excelsior,1375,2495,1957,1,Garage,,Sold,,,,,679000,2014-10-28,769000.0,http://www.redfin.com/CA/San-Francisco/139-Vienna-St-94112/home/776679,San Francisco Association of Realtors (SFARMLS),425529,Century 21 Baldini Realty,N,Y,37.725942,-122.425934,false
Past Sale,Single Family Residential,180 Vienna St,San Francisco,CA,94112,369900,1,1.0,Excelsior,432,2500,1904,1,Garage,,Sold,,,,,369900,2014-02-27,383000.0,http://www.redfin.com/CA/San-Francisco/180-Vienna-St-94112/home/937230,San Francisco Association of Realtors (SFARMLS),416486,Gordon Properties,N,Y,37.725652,-122.426836,false
Past Sale,Single Family Residential,34 St Marys Ave,San Francisco,CA,94112,729000,2,1.0,Bernal Heights,1020,,1908,1,Garage,,Sold,,,,,729000,2013-03-29,920000.0,http://www.redfin.com/CA/San-Francisco/34-Saint-Marys-Ave-94112/home/1535464,San Francisco Association of Realtors (SFARMLS),404930,Zephyr Real Estate,N,Y,37.734416,-122.426643,false
Past Sale,Single Family Residential,57 Benton Ave,San Francisco,CA,94112,825000,3,2.0,Bernal Heights,1749,,1930,1,Garage,,Sold,,,,,825000,2013-03-01,1020000.0,http://www.redfin.com/CA/San-Francisco/57-Benton-Ave-94112/home/1273506,San Francisco Association of Realtors (SFARMLS),404771,Sotheby's International Realty,N,Y,37.732857,-122.426342,false
Past Sale,Single Family Residential,400 Avalon Ave,San Francisco,CA,94112,439900,3,1.0,Excelsior,1317,,1957,0,,,Sold,,,,,439900,2013-02-26,557000.0,http://www.redfin.com/CA/San-Francisco/400-Avalon-Ave-94112/home/957118,San Francisco Association of Realtors (SFARMLS),404439,Farrell Real Estate Investments,N,Y,37.726053,-122.429255,false
Past Sale,Single Family Residential,522 Moscow St,San Francisco,CA,94112,429000,2,1.0,Excelsior,875,2495,1905,1,Garage,,Sold,,,,,429000,2013-12-19,480000.0,http://www.redfin.com/CA/San-Francisco/522-Moscow-St-94112/home/1389207,San Francisco Association of Realtors (SFARMLS),415596,Venturi & Paolini Real Estate,N,Y,37.719489,-122.429307,false
Past Sale,Single Family Residential,17 Milton St,San Francisco,CA,94112,699000,2,1.0,Bernal Heights,1341,,1900,0,,,Sold,,,,,699000,2013-06-25,817000.0,http://www.redfin.com/CA/San-Francisco/17-Milton-St-94112/home/1760561,San Francisco Association of Realtors (SFARMLS),407762,Brown & Co. Real Estate,N,Y,37.734146,-122.429276,false
Past Sale,Single Family Residential,214 Edinburgh St,San Francisco,CA,94112,599000,2,1.5,Excelsior,,,1922,2,Garage,,Sold,,,,,599000,2013-04-22,650000.0,http://www.redfin.com/CA/San-Francisco/214-Edinburgh-St-94112/home/1885696,San Francisco Association of Realtors (SFARMLS),405542,Paragon Real Estate Group,N,Y,37.72574,-122.428937,false
Past Sale,Single Family Residential,358 Edinburgh St,San Francisco,CA,94112,649000,2,1.0,Excelsior,1250,,1925,2,Garage,,Sold,,,,,649000,2013-07-10,721013.0,http://www.redfin.com/CA/San-Francisco/358-Edinburgh-St-94112/home/1167551,San Francisco Association of Realtors (SFARMLS),408718,Coldwell Banker Res. R.E. Svc.,N,Y,37.72354,-122.430604,false
Past Sale,Single Family Residential,555 Paris St,San Francisco,CA,94112,595000,2,1.0,Excelsior,1200,2495,1926,1,,,Sold,,,,,595000,2014-02-28,680000.0,http://www.redfin.com/CA/San-Francisco/555-Paris-St-94112/home/1727874,San Francisco Association of Realtors (SFARMLS),416407,Century 21 Baldini Realty,N,Y,37.719838,-122.435983,false
Past Sale,Single Family Residential,566 Paris St,San Francisco,CA,94112,393900,2,1.0,Excelsior,1000,,1906,0,,,Sold,,,,,393900,2013-03-15,425000.0,http://www.redfin.com/CA/San-Francisco/566-Paris-St-94112/home/1222698,San Francisco Association of Realtors (SFARMLS),404462,,N,Y,37.719901,-122.436621,false
Past Sale,Single Family Residential,184 Santa Rosa Ave,San Francisco,CA,94112,649000,2,1.0,Mission Terrace,1600,,1925,2,,,Sold,,,,,649000,2013-03-22,806000.0,http://www.redfin.com/CA/San-Francisco/184-Santa-Rosa-Ave-94112/home/2001729,San Francisco Association of Realtors (SFARMLS),404515,Berkshire Hathaway-Franciscan,N,Y,37.727705,-122.437401,false
Past Sale,Single Family Residential,285 Justin Dr,San Francisco,CA,94112,,2,1.0,94112,1325,,1926,,,,,,,,,,2013-11-19,600000.0,http://www.redfin.com/CA/San-Francisco/285-Justin-Dr-94112/home/2009068,,,,N,Y,37.73226,-122.4218,
Past Sale,Condo/Coop,4377 Mission St #5,San Francisco,CA,94112,549500,2,2.0,Excelsior,1135,,1980,1,,,Sold,,,,,549500,2013-06-28,580000.0,http://www.redfin.com/CA/San-Francisco/4377-Mission-St-94112/unit-5/home/44589038,San Francisco Association of Realtors (SFARMLS),404067,"West & Praszker, REALTORS®",N,Y,37.727364,-122.432426,false
Past Sale,Condo/Coop,4377 Mission St #4,San Francisco,CA,94112,495000,2,2.0,Excelsior,1120,,1980,1,,,Sold,,,,,495000,2013-04-12,495000.0,http://www.redfin.com/CA/San-Francisco/4377-Mission-St-94112/unit-4/home/44589037,San Francisco Association of Realtors (SFARMLS),404066,"West & Praszker, REALTORS®",N,Y,37.727364,-122.432426,false
Past Sale,Condo/Coop,4377 Mission St #8,San Francisco,CA,94112,520000,2,2.0,Excelsior,1165,,1980,1,,,Sold,,,,,520000,2013-05-16,515000.0,http://www.redfin.com/CA/San-Francisco/4377-Mission-St-94112/unit-8/home/44655801,San Francisco Association of Realtors (SFARMLS),405128,"West & Praszker, REALTORS®",N,Y,37.727364,-122.432426,false
Past Sale,Single Family Residential,454 Madrid St,San Francisco,CA,94112,649000,4,3.5,Excelsior,2500,,1909,1,,,Sold,,,,2013-07-17,699000,2013-08-19,670000.0,http://www.redfin.com/CA/San-Francisco/454-Madrid-St-94112/home/887684,San Francisco Association of Realtors (SFARMLS),410046,"Trinity Realty, Inc.",N,Y,37.722427,-122.432537,false
Past Sale,Single Family Residential,197 Gladstone Dr,San Francisco,CA,94112,,2,1.0,94112,862,,1942,,,,,,,,,,2012-12-21,420000.0,http://www.redfin.com/CA/San-Francisco/197-Gladstone-Dr-94112/home/1016533,,,,N,Y,37.72926,-122.423716,
Past Sale,Single Family Residential,268 Trumbull St,San Francisco,CA,94112,,,1.0,94112,1050,,1958,,,,,,,,,,2013-11-22,500000.0,http://www.redfin.com/CA/San-Francisco/268-Trumbull-St-94112/home/1397099,,,,N,Y,37.730725,-122.424616,
Past Sale,Single Family Residential,401 Justin Dr,San Francisco,CA,94112,775000,2,1.0,Bernal Heights,1175,,1927,2,Garage,,Sold,,,,,775000,2013-04-08,865000.0,http://www.redfin.com/CA/San-Francisco/401-Justin-Dr-94112/home/1906498,San Francisco Association of Realtors (SFARMLS),405640,Zephyr Real Estate,N,Y,37.731991,-122.423511,false
Past Sale,Condo/Coop,4377 Mission St #6,San Francisco,CA,94112,568500,2,2.0,Excelsior,1190,,1980,1,,,Sold,,,,,568500,2013-05-24,570000.0,http://www.redfin.com/CA/San-Francisco/4377-Mission-St-94112/unit-6/home/45481718,San Francisco Association of Realtors (SFARMLS),408233,"West & Praszker, REALTORS®",N,Y,37.727364,-122.432426,false
Past Sale,Condo/Coop,4377 Mission St #7,San Francisco,CA,94112,449500,1,1.0,Excelsior,851,,1980,1,,,Sold,,,,,449500,2013-05-15,449500.0,http://www.redfin.com/CA/San-Francisco/4377-Mission-St-94112/unit-7/home/45485293,San Francisco Association of Realtors (SFARMLS),408232,"West & Praszker, REALTORS®",N,Y,37.727364,-122.432426,false
Past Sale,Single Family Residential,374 Athens St,San Francisco,CA,94112,795000,3,1.0,Excelsior,1494,2500,1941,2,Garage,,Sold,,,,2014-10-08,848000,2014-11-14,795000.0,http://www.redfin.com/CA/San-Francisco/374-Athens-St-94112/home/1550881,San Francisco Association of Realtors (SFARMLS),424541,,N,Y,37.722159,-122.42838,false
Past Sale,Single Family Residential,331 Athens St,San Francisco,CA,94112,,,1.0,94112,1025,,1948,,,,,,,,,,2012-10-19,499000.0,http://www.redfin.com/CA/San-Francisco/331-Athens-St-94112/home/1045455,,,,N,Y,37.722566,-122.427385,
Past Sale,Single Family Residential,1536 Alemany Blvd,San Francisco,CA,94112,639000,2,1.0,Mission Terrace,1482,,1933,2,Garage,,Sold,,,,,639000,2013-01-09,670000.0,http://www.redfin.com/CA/San-Francisco/1536-Alemany-Blvd-94112/home/811988,San Francisco Association of Realtors (SFARMLS),402940,Century 21 Baldini Realty,N,Y,37.727797,-122.435732,false
Past Sale,Condo/Coop,4377 Mission St #2,San Francisco,CA,94112,568500,2,2.0,Excelsior,1190,,1980,1,,,Sold,,,,,568500,2013-07-03,555000.0,http://www.redfin.com/CA/San-Francisco/4377-Mission-St-94112/unit-2/home/45106090,San Francisco Association of Realtors (SFARMLS),405373,"West & Praszker, REALTORS®",N,Y,37.727364,-122.432426,false
Past Sale,Condo/Coop,4001 Mission St #3,San Francisco,CA,94112,720000,3,2.0,Bernal Heights,1435,,2006,1,,,Sold,,,,,720000,2013-06-07,735000.0,http://www.redfin.com/CA/San-Francisco/4001-Mission-St-94112/unit-3/home/12278000,San Francisco Association of Realtors (SFARMLS),406817,"Britton & Company, W.J.",N,Y,37.733449,-122.426228,false
Past Sale,Single Family Residential,82 Lyell St,San Francisco,CA,94112,,,1.0,94112,1018,,1908,,,,,,,,,,2014-04-14,470147.0,http://www.redfin.com/CA/San-Francisco/82-Lyell-St-94112/home/810868,,,,N,Y,37.73131,-122.431806,
Past Sale,Single Family Residential,430 Capistrano Ave,San Francisco,CA,94112,675000,2,1.0,Mission Terrace,1200,,1924,2,,,Sold,,,,,675000,2013-02-26,711500.0,http://www.redfin.com/CA/San-Francisco/Undisclosed-address-94112/home/1272012,San Francisco Association of Realtors (SFARMLS),403716,Climb Real Estate,N,Y,37.725204,-122.439273,false
Past Sale,Single Family Residential,367 Naples St,San Francisco,CA,94112,589000,3,1.5,Excelsior,1336,,1957,2,Garage,,Sold,,,,,589000,2013-05-24,672000.0,http://www.redfin.com/CA/San-Francisco/367-Naples-St-94112/home/2017203,San Francisco Association of Realtors (SFARMLS),407075,Venturi & Paolini Real Estate,N,Y,37.7228,-122.429388,false
Past Sale,Single Family Residential,369 Lisbon,San Francisco,CA,94112,598000,3,2.0,Excelsior,1789,,1910,1,,,Sold,,,,,598000,2013-01-10,630000.0,http://www.redfin.com/CA/San-Francisco/369-Lisbon-St-94112/home/1981598,San Francisco Association of Realtors (SFARMLS),401559,RE/MAX Star Properties,N,Y,37.722333,-122.433011,false
Past Sale,Single Family Residential,318 Paris St,San Francisco,CA,94112,499000,3,1.25,Excelsior,,,1926,1,Garage,,Sold,,,,,499000,2013-02-06,668000.0,http://www.redfin.com/CA/San-Francisco/318-Paris-St-94112/home/778529,San Francisco Association of Realtors (SFARMLS),403764,Coldwell Banker Res. R.E. Svcs,N,Y,37.723602,-122.433825,false
Past Sale,Single Family Residential,420 Brazil Ave #422,San Francisco,CA,94112,,,2.0,94112,2050,,1925,,,,,,,,,,2012-11-01,460000.0,http://www.redfin.com/CA/San-Francisco/420-Brazil-Ave-94112/unit-422/home/778423,,,,N,Y,37.72291,-122.431364,
Past Sale,Single Family Residential,523 Naples,San Francisco,CA,94112,575000,2,1.0,Excelsior,1250,,1929,1,Garage,,Sold,,,,,575000,2013-05-09,545000.0,http://www.redfin.com/CA/San-Francisco/523-Naples-St-94112/home/777288,San Francisco Association of Realtors (SFARMLS),403602,"Bocci Realty, Richard J.",N,Y,37.720341,-122.431252,false
Past Sale,Single Family Residential,1133 Cayuga Ave,San Francisco,CA,94112,649000,3,2.0,Mission Terrace,1744,,1941,2,Garage,,Sold,,,,,649000,2012-11-30,730000.0,http://www.redfin.com/CA/San-Francisco/1133-Cayuga-Ave-94112/home/1753141,San Francisco Association of Realtors (SFARMLS),400615,McGuire Real Estate,N,Y,37.720042,-122.440773,false
Past Sale,Single Family Residential,520 Cayuga Ave,San Francisco,CA,94112,610000,2,1.0,Mission Terrace,1350,,1941,2,Garage,,Sold,,,,,610000,2012-11-27,650000.0,http://www.redfin.com/CA/San-Francisco/520-Cayuga-Ave-94112/home/1195388,San Francisco Association of Realtors (SFARMLS),401623,Venturi & Paolini Real Estate,N,Y,37.72919,-122.435605,false
Past Sale,Single Family Residential,490 Athens,San Francisco,CA,94112,549000,3,3.0,Excelsior,,,1900,1,Garage,,Sold,,,,,549000,2013-02-12,570000.0,http://www.redfin.com/CA/San-Francisco/490-Athens-St-94112/home/2014540,San Francisco Association of Realtors (SFARMLS),403624,Prime Realty,N,Y,37.720369,-122.429731,false
Past Sale,Single Family Residential,291 Justin Dr,San Francisco,CA,94112,875000,3,2.0,Bernal Heights,1613,2543,1926,1,Garage,,Sold,,,,,875000,2014-05-07,930000.0,http://www.redfin.com/CA/San-Francisco/291-Justin-Dr-94112/home/947056,San Francisco Association of Realtors (SFARMLS),418879,Paragon Real Estate Group,N,Y,37.73225,-122.421891,false
Past Sale,Single Family Residential,91 Stoneyford Ave,San Francisco,CA,94112,399000,2,1.0,Excelsior,862,,1942,2,Garage,,Sold,,,,,399000,2013-01-10,502000.0,http://www.redfin.com/CA/San-Francisco/91-Stoneyford-Ave-94112/home/770907,San Francisco Association of Realtors (SFARMLS),403596,Century 21 Baldini Realty,N,Y,37.729498,-122.421066,false
Past Sale,Single Family Residential,915 Avalon Ave,San Francisco,CA,94112,,,1.0,94112,1200,,1950,,,,,,,,,,2013-09-12,485000.0,http://www.redfin.com/CA/San-Francisco/915-Avalon-Ave-94112/home/1680121,,,,N,Y,37.724707,-122.425017,
Past Sale,Single Family Residential,84 Vienna,San Francisco,CA,94112,539500,2,1.0,Excelsior,963,,1957,1,Garage,,Sold,,,,,539500,2013-02-07,580000.0,http://www.redfin.com/CA/San-Francisco/84-Vienna-St-94112/home/1455972,San Francisco Association of Realtors (SFARMLS),403934,Founders Real Estate Svcs.,N,Y,37.727148,-122.425698,false
Past Sale,Single Family Residential,1 Edinburgh St,San Francisco,CA,94112,529000,2,1.0,Excelsior,1125,,1947,1,Garage,,Sold,,,,,529000,2013-01-17,590000.0,http://www.redfin.com/CA/San-Francisco/1-Edinburgh-St-94112/home/1132971,San Francisco Association of Realtors (SFARMLS),403114,Berkshire Hathaway-Franciscan,N,Y,37.728474,-122.426337,false
Past Sale,Single Family Residential,1720 Alemany Blvd,San Francisco,CA,94112,,3,2.0,94112,2162,,1939,,,,,,,,,,2014-06-12,700000.0,http://www.redfin.com/CA/San-Francisco/1720-Alemany-Blvd-94112/home/954995,,,,N,Y,37.724651,-122.437497,
Past Sale,Condo/Coop,189 College Ave #1,San Francisco,CA,94112,499000,1,1.0,Bernal Heights,840,,1910,0,,,Sold,,,,,499000,2014-08-29,489000.0,http://www.redfin.com/CA/San-Francisco/189-College-Ave-94112/unit-1/home/52597044,San Francisco Association of Realtors (SFARMLS),424735,Re/Max Accord,N,Y,37.735512,-122.425255,false
Past Sale,Single Family Residential,161 Santa Rosa Ave,San Francisco,CA,94112,850000,2,1.0,Mission Terrace,1491,2495,1925,1,,,Sold,,,,2014-04-28,850000,2014-05-07,850000.0,http://www.redfin.com/CA/San-Francisco/161-Santa-Rosa-Ave-94112/home/694096,San Francisco Association of Realtors (SFARMLS),419380,,N,Y,37.72722,-122.437427,false
Past Sale,Single Family Residential,767 Cayuga Ave,San Francisco,CA,94112,749000,3,1.0,Mission Terrace,1244,2495,1926,1,Garage,,Sold,,,,,749000,2014-06-27,1011000.0,http://www.redfin.com/CA/San-Francisco/767-Cayuga-Ave-94112/home/1351969,San Francisco Association of Realtors (SFARMLS),421038,Pacific Union International,N,Y,37.725771,-122.437263,false
Past Sale,Single Family Residential,427 Lisbon St,San Francisco,CA,94112,590000,3,1.0,Excelsior,1200,,1906,1,Garage,,Sold,,,,,590000,2014-05-07,582000.0,http://www.redfin.com/CA/San-Francisco/427-Lisbon-St-94112/home/1896545,San Francisco Association of Realtors (SFARMLS),418719,K K & C Realty,N,Y,37.721425,-122.433699,false
Past Sale,Single Family Residential,150 Cayuga Ave,San Francisco,CA,94112,599000,3,2.0,Mission Terrace,825,,1908,1,Garage,,Sold,,,,,599000,2013-07-16,615000.0,http://www.redfin.com/CA/San-Francisco/150-Cayuga-Ave-94112/home/1901930,San Francisco Association of Realtors (SFARMLS),407008,Redmond Realty,N,Y,37.731092,-122.431936,false
Past Sale,Single Family Residential,259 Otsego Ave,San Francisco,CA,94112,569900,2,1.0,Mission Terrace,1270,,1914,2,Garage,,Sold,,,,,569900,2013-03-12,620000.0,http://www.redfin.com/CA/San-Francisco/259-Otsego-Ave-94112/home/1997070,San Francisco Association of Realtors (SFARMLS),404615,Century 21 Baldini Realty,N,Y,37.723833,-122.440427,false
Past Sale,Single Family Residential,355 London St,San Francisco,CA,94112,599800,5,2.5,Excelsior,2400,,1906,0,,,Sold,,,,,599800,2012-12-28,600000.0,http://www.redfin.com/CA/San-Francisco/355-London-St-94112/home/1256735,San Francisco Association of Realtors (SFARMLS),402046,,N,Y,37.723332,-122.434434,false
Past Sale,Single Family Residential,356 London St,San Francisco,CA,94112,,,1.0,94112,1375,,1906,,,,,,,,,,2013-05-31,592000.0,http://www.redfin.com/CA/San-Francisco/356-London-St-94112/home/1583909,,,,N,Y,37.723572,-122.434937,
